transaction_id;transaction_date;amount;card_num;oper_type;oper_result;terminal
43845901838;2021-03-01 00:19:47;9300,00;2343 9229 2085 3223;DEPOSIT;SUCCESS;A6773
43845902583;2021-03-01 00:19:49;1100,00;2184 5218 2570 8401;DEPOSIT;SUCCESS;A1642
43845902744;2021-03-01 00:19:56;4700,00;5525 6120 4827 8130;DEPOSIT;SUCCESS;A7985
43845902830;2021-03-01 00:19:59;6900,00;4519 8419 3794 1151;WITHDRAW;REJECT;A1882
43845902992;2021-03-01 00:20:07;7400,00;4779 7443 3611 4224;DEPOSIT;SUCCESS;A4352
43845903840;2021-03-01 00:20:14;700,00;4625 9989 7220 3160;DEPOSIT;SUCCESS;A4352
43845904696;2021-03-01 00:20:18;600,00;2805 3005 7961 8708;WITHDRAW;REJECT;A5301
43845905184;2021-03-01 00:20:28;7083,40;4830 5530 9362 3755;PAYMENT;SUCCESS;P1113
43845906002;2021-03-01 00:20:32;6400,00;4878 7072 4028 5411;WITHDRAW;SUCCESS;A4418
43845906266;2021-03-01 00:20:42;2700,00;2656 3722 2133 8655;WITHDRAW;SUCCESS;A7800
43845906502;2021-03-01 00:20:46;6100,00;5810 2951 8117 5437;WITHDRAW;SUCCESS;A1099
43845907246;2021-03-01 00:20:52;7900,00;4669 5688 3704 5181;WITHDRAW;SUCCESS;A6387
43845907724;2021-03-01 00:21:00;6539,40;4231 4627 6468 8696;PAYMENT;SUCCESS;P5839
43845907896;2021-03-01 00:21:04;1500,00;2805 3005 7961 8708;DEPOSIT;SUCCESS;A3800
43845908604;2021-03-01 00:21:07;1200,00;5524 8617 8385 5899;DEPOSIT;SUCCESS;A3939
43845909097;2021-03-01 00:21:08;5083,80;2360 8774 2108 8475;PAYMENT;SUCCESS;P7575
43845909884;2021-03-01 00:21:11;7535,50;4770 2998 9499 6994;PAYMENT;SUCCESS;P6541
43845909923;2021-03-01 00:21:17;2656,60;4202 4044 7116 8593;PAYMENT;SUCCESS;P1887
43845910566;2021-03-01 00:21:22;1877,20;2716 2475 1333 2681;PAYMENT;SUCCESS;P9464
43845910777;2021-03-01 00:21:29;9600,00;5908 2483 6008 2322;DEPOSIT;REJECT;A9109
43845911322;2021-03-01 00:21:37;5600,00;2931 7848 3041 1492;DEPOSIT;SUCCESS;A8676
43845911568;2021-03-01 00:21:47;5000,00;4190 6637 1502 7570;WITHDRAW;SUCCESS;A2758
43845912190;2021-03-01 00:21:51;8000,00;5510 4999 1668 3676;WITHDRAW;SUCCESS;A6821
43845912330;2021-03-01 00:22:00;9300,00;2670 2925 6125 2319;WITHDRAW;SUCCESS;A6387
43845912658;2021-03-01 00:22:05;2300,00;4878 7072 4028 5411;WITHDRAW;SUCCESS;A4418
43845913592;2021-03-01 00:22:14;5622,20;4136 7653 1883 9425;PAYMENT;SUCCESS;P8663
43845914550;2021-03-01 00:22:22;2700,00;4363 1583 1755 1623;DEPOSIT;SUCCESS;A8966
43845914713;2021-03-01 00:22:26;4400,00;2343 9229 2085 3223;DEPOSIT;SUCCESS;A5083
43845914808;2021-03-01 00:22:35;1981,20;4634 6533 9709 3739;PAYMENT;SUCCESS;P4744
43845914976;2021-03-01 00:22:36;2300,00;2360 8774 2108 8475;WITHDRAW;REJECT;A8616
43845915431;2021-03-01 00:22:46;358,90;4215 1832 9375 5313;PAYMENT;SUCCESS;P6147
43845915637;2021-03-01 00:22:50;7856,00;4941 9746 6853 5012;PAYMENT;SUCCESS;P6335
43845915739;2021-03-01 00:22:52;8512,10;2921 9113 5050 3218;PAYMENT;REJECT;P1459
43845915928;2021-03-01 00:22:56;3300,00;2292 2919 2374 9191;WITHDRAW;SUCCESS;A9878
43845916855;2021-03-01 00:23:05;8300,00;2805 3005 7961 8708;DEPOSIT;SUCCESS;A5301
43845917052;2021-03-01 00:23:12;2500,00;4600 5574 2101 5919;DEPOSIT;SUCCESS;A3763
43845917354;2021-03-01 00:23:13;9100,00;4202 3659 7174 8966;DEPOSIT;SUCCESS;A5652
43845917974;2021-03-01 00:23:23;5446,20;2998 2023 5808 7610;PAYMENT;REJECT;P9974
43845918158;2021-03-01 00:23:30;2045,20;2998 2023 5808 7610;PAYMENT;SUCCESS;P9974
43845918510;2021-03-01 00:23:34;7403,30;2297 5825 3755 3296;PAYMENT;SUCCESS;P7575
43845918655;2021-03-01 00:23:35;5400,00;2921 9113 5050 3218;WITHDRAW;SUCCESS;A4902
43845919212;2021-03-01 00:23:43;7200,00;2867 9845 3775 5788;DEPOSIT;SUCCESS;A1882
43845919972;2021-03-01 00:23:53;1800,00;2212 8320 8266 8421;DEPOSIT;SUCCESS;A3763
43845920712;2021-03-01 00:24:02;1900,00;4313 4214 1150 6198;WITHDRAW;SUCCESS;A8966
